country,region,targtype1,targsubtype1,weaptype(hot = 1),weaptype1,nkill,nwound
6,10,14,67,0,9,2,0
6,10,3,25,0,9,3,0
6,10,3,25,0,9,3,0
6,10,14,75,0,9,1,0
6,10,10,53,0,9,2,0
6,10,2,15,0,9,1,0
6,10,14,76,0,9,7,0
6,10,14,,0,9,3,0
6,10,14,67,0,9,11,0
6,10,14,77,0,9,6,0
6,10,2,15,0,9,1,0
6,10,19,99,0,9,18,0
6,10,19,99,0,9,20,0
6,10,14,76,0,9,13,0
6,10,14,67,0,9,31,0
6,10,14,75,0,9,12,0
6,10,14,75,0,9,11,0
6,10,14,75,0,9,7,
6,10,14,72,0,9,10,0
6,10,14,73,0,9,2,0
6,10,14,75,0,9,28,0
6,10,14,75,0,9,14,0
6,10,14,75,0,9,5,0
6,10,14,67,0,9,9,0
6,10,15,86,0,9,49,0
6,10,14,67,0,9,8,0
6,10,14,75,0,9,7,0
6,10,14,67,0,9,14,0
6,10,14,67,0,9,2,0
6,10,14,67,0,9,5,0
6,10,14,76,0,9,5,0
6,10,19,99,0,9,18,0
6,10,14,75,0,9,32,0
6,10,14,75,0,9,7,0
6,10,14,67,0,9,15,
6,10,14,67,0,9,52,
6,10,14,69,0,9,2,0
6,10,14,75,0,9,15,0
6,10,14,75,0,9,22,0
6,10,14,75,0,9,36,0
6,10,14,75,0,9,8,0
6,10,19,105,0,9,1,0
6,10,14,76,0,9,6,0
6,10,14,67,0,9,0,0
6,10,14,76,0,9,5,0
6,10,14,75,0,9,18,0
6,10,14,75,0,9,24,0
6,10,14,75,0,9,54,0
6,10,14,75,0,9,4,0
6,10,14,75,0,9,6,0
6,10,14,75,0,9,22,0
6,10,14,77,0,9,2,0
6,10,14,67,0,9,1,0
6,10,14,75,0,9,33,0
6,10,14,75,0,9,47,0
6,10,14,75,0,9,47,0
6,10,14,75,0,9,36,0
6,10,14,75,0,9,22,0
6,10,14,75,0,9,45,0
6,10,14,75,0,9,38,12
6,10,14,67,0,9,28,0
6,10,1,,0,9,2,0
6,10,14,77,0,9,2,0
6,10,14,67,0,9,8,0
6,10,14,75,0,9,21,0
6,10,14,75,0,9,8,0
6,10,14,67,0,9,1,0
6,10,14,73,0,9,4,0
6,10,14,75,0,9,29,0
6,10,14,73,0,9,9,0
6,10,14,67,0,9,20,0
6,10,14,67,0,9,64,0
6,10,14,67,0,9,10,0
6,10,14,67,0,9,20,0
6,10,14,67,0,9,9,0
6,10,14,67,0,9,8,0
6,10,14,75,0,9,14,0
6,10,14,75,0,9,24,0
6,10,14,75,0,9,30,0
6,10,14,67,0,9,12,0
6,10,14,75,0,9,15,0
6,10,14,75,0,9,7,0
6,10,14,75,0,9,17,0
6,10,14,77,0,9,5,0
6,10,19,105,0,9,6,0
6,10,14,67,0,9,21,0
6,10,14,67,0,9,256,194
6,10,14,67,0,9,6,0
6,10,19,105,0,9,3,0
6,10,14,67,0,9,10,0
6,10,14,67,0,9,10,0
6,10,14,67,0,9,22,0
6,10,14,75,0,9,50,60
6,10,14,67,0,9,2,0
6,10,14,72,0,9,3,0
6,10,14,67,0,9,6,0
6,10,14,67,0,9,4,0
6,10,14,67,0,9,7,0
6,10,14,75,0,9,85,67
6,10,14,72,0,9,6,0
6,10,14,75,0,9,8,0
6,10,14,75,0,9,15,0
6,10,8,49,0,9,15,0
6,10,14,75,0,9,19,0
6,10,14,75,0,9,48,0
6,10,14,67,0,9,10,0
6,10,14,67,0,9,4,0
6,10,14,67,0,9,52,0
6,10,14,75,0,9,13,0
6,10,14,75,0,9,38,0
6,10,14,75,0,9,16,0
6,10,14,75,0,9,16,0
6,10,14,75,0,9,13,0
6,10,14,73,0,9,9,0
6,10,19,99,0,9,41,15
6,10,13,63,0,9,2,0
6,10,14,67,0,9,2,0
6,10,14,67,0,9,11,0
6,10,1,9,0,9,6,0
6,10,15,85,0,9,4,0
6,10,14,67,0,9,5,0
6,10,20,,0,9,22,0
6,10,14,77,0,9,4,0
6,10,14,75,0,9,27,3
6,10,14,73,0,9,11,0
6,10,14,67,0,9,2,0
6,10,14,76,0,9,1,0
6,10,19,104,0,9,25,0
6,10,14,77,0,9,4,7
6,10,14,76,0,9,7,0
6,10,1,7,0,9,5,0
6,10,14,76,0,9,18,0
6,10,14,67,0,9,3,0
6,10,1,,0,9,5,0
6,10,14,67,0,9,4,0
6,10,14,67,0,9,31,17
6,10,14,75,0,9,30,0
6,10,14,77,0,9,10,0
6,10,14,75,0,9,15,0
6,10,14,75,0,9,21,0
6,10,14,67,0,9,3,0
6,10,14,75,0,9,9,0
6,10,14,67,0,9,10,0
6,10,14,67,0,9,11,0
6,10,14,75,0,9,12,0
6,10,15,86,0,9,14,0
6,10,14,67,0,9,17,0
6,10,14,67,0,9,14,0
6,10,14,67,0,9,7,0
6,10,14,75,0,9,206,0
6,10,14,75,0,9,206,0
6,10,14,75,0,9,0,0
6,10,14,71,0,9,,
6,10,14,71,0,9,,
6,10,14,67,0,9,,
6,10,14,67,0,9,,
6,10,14,71,0,9,26,
6,10,14,67,0,9,2,0
6,10,14,73,0,9,15,
6,10,14,71,0,9,13,
6,10,14,67,0,9,32,
6,10,14,67,0,9,11,
6,10,14,67,0,9,4,
6,10,14,67,0,9,52,
6,10,14,77,0,9,1,0
6,10,14,76,0,9,22,1
6,10,14,71,0,9,13,6
6,10,19,99,0,9,12,6
6,10,14,67,0,9,2,0
6,10,14,67,0,9,7,
6,10,14,67,0,9,1,
6,10,14,67,0,9,1,
6,10,14,71,0,9,2,0
6,10,14,67,0,9,7,0
6,10,1,,0,9,1,0
6,10,14,67,0,9,3,0
6,10,14,75,0,9,22,0
6,10,14,67,0,9,1,0
6,10,14,67,0,9,2,0
6,10,14,67,0,9,2,0
6,10,14,67,0,9,1,0
6,10,14,72,0,9,4,0
6,10,14,77,0,9,3,0
6,10,14,67,0,9,14,1
6,10,14,67,0,9,11,
6,10,4,34,0,9,1,0
6,10,14,79,0,9,14,0
6,10,14,77,0,9,2,0
6,10,14,67,0,9,12,3
6,10,14,67,0,9,5,0
6,10,14,71,0,9,6,0
6,10,14,67,0,9,4,0
6,10,14,67,0,9,9,0
6,10,14,67,0,9,3,0
6,10,14,72,0,9,1,0
6,10,4,39,0,9,1,0
6,10,14,72,0,9,9,0
6,10,14,77,0,9,3,0
6,10,4,39,0,9,2,0
6,10,3,25,0,9,4,0
6,10,14,67,0,9,5,0
6,10,14,71,0,9,5,0
6,10,14,67,0,9,2,0
6,10,14,77,0,9,6,0
6,10,14,67,0,9,6,0
6,10,14,71,0,9,6,0
6,10,14,67,0,9,12,
6,10,14,67,0,9,8,1
6,10,4,,0,9,1,0
6,10,3,25,0,9,8,0
6,10,14,77,0,9,2,0
6,10,14,67,0,9,4,0
6,10,14,71,0,9,4,0
6,10,14,71,0,9,4,0
6,10,14,67,0,9,25,0
6,10,3,25,0,9,1,0
6,10,14,77,0,9,7,0
6,10,14,72,0,9,3,0
6,10,4,34,0,9,6,
6,10,14,72,0,9,5,0
6,10,14,67,0,9,11,0
6,10,14,67,0,9,5,1
6,10,14,67,0,9,5,0
6,10,14,73,0,9,5,0
6,10,14,67,0,9,17,
6,10,14,67,0,9,17,3
6,10,14,71,0,9,5,0
6,10,14,67,0,9,7,2
6,10,14,73,0,9,7,0
6,10,14,71,0,9,4,0
6,10,4,34,0,9,3,0
6,10,4,34,0,9,3,0
6,10,14,67,0,9,4,0
6,10,14,71,0,9,3,0
6,10,14,67,0,9,3,0
6,10,4,35,0,9,4,0
6,10,14,71,0,9,4,0
6,10,14,71,0,9,3,0
6,10,14,71,0,9,26,0
6,10,14,67,0,9,26,0
6,10,14,71,0,9,2,0
6,10,14,71,0,9,4,0
6,10,14,71,0,9,2,0
6,10,14,67,0,9,7,0
6,10,17,94,0,9,6,0
6,10,14,71,0,9,1,0
6,10,4,29,0,9,4,0
6,10,14,67,0,9,8,0
6,10,3,25,0,9,2,0
6,10,14,71,0,9,2,0
6,10,14,71,0,9,1,0
6,10,4,34,0,9,1,0
6,10,14,71,0,9,1,0
6,10,14,67,0,9,6,6
6,10,14,71,0,9,4,3
6,10,14,71,0,9,2,0
6,10,14,72,0,9,1,0
6,10,1,2,0,9,2,0
6,10,14,71,0,9,1,0
6,10,14,71,0,9,2,0
6,10,14,71,0,9,2,0
6,10,14,71,0,9,1,0
6,10,14,71,0,9,0,1
6,10,3,25,0,9,1,0
6,10,14,77,0,9,1,0
6,10,14,71,0,9,1,0
6,10,4,34,0,9,1,0
6,10,14,71,0,9,6,0
6,10,3,25,0,9,1,0
6,10,14,71,0,9,2,0
6,10,2,18,0,9,1,0
6,10,3,25,0,9,1,0
6,10,1,,0,9,1,1
6,10,3,23,0,9,5,0
6,10,14,68,0,9,1,0
6,10,2,18,0,9,1,0
6,10,14,68,0,9,2,0
6,10,7,45,0,9,0,1
6,10,7,46,0,9,0,0
6,10,1,,0,12,1,0
6,10,16,90,0,11,0,0
6,10,10,53,1,6,,
6,10,19,101,1,6,,
8,11,14,73,0,9,14,1
8,11,14,67,0,9,12,3
8,11,14,76,0,9,36,
8,11,14,69,0,9,6,0
8,11,4,34,0,12,1,0
8,11,4,34,0,12,1,0
8,11,14,74,1,6,0,16
8,11,14,74,1,6,0,24
8,11,14,79,1,6,1,12
11,3,16,89,0,9,0,0
11,3,14,,0,9,1,0
11,3,19,99,0,9,0,0
11,3,19,99,0,9,0,0
11,3,19,99,0,9,0,0
11,3,2,15,0,9,0,30
11,3,2,18,0,9,0,0
11,3,2,21,0,9,0,0
11,3,10,53,0,9,0,1
11,3,2,14,0,9,0,1
11,3,1,,0,9,0,0
11,3,4,34,0,9,0,1
11,3,21,107,0,11,0,0
11,3,7,46,1,6,0,0
11,3,7,46,1,6,0,0
11,3,2,18,1,6,0,0
11,3,2,18,1,6,0,0
11,3,1,3,1,6,,
11,3,10,55,1,6,0,0
11,3,1,,1,6,,
11,3,1,,1,6,,
11,3,1,,1,6,,
11,3,1,,1,6,,
11,3,1,,1,6,0,0
11,3,1,4,1,6,,
11,3,1,8,1,6,1,0
11,3,1,4,1,6,0,0
11,3,2,18,1,6,0,1
11,3,8,49,1,6,0,0
11,3,4,,1,6,,
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,8,1,6,,
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,2,15,1,6,0,1
11,3,12,,1,6,0,0
11,3,14,73,1,6,0,0
11,3,19,100,1,6,0,0
11,3,14,82,1,6,0,0
11,3,3,22,1,6,0,0
11,3,10,53,1,6,0,0
11,3,14,82,1,6,0,0
11,3,1,11,1,6,0,0
11,3,1,3,1,6,0,0
11,3,7,46,1,6,,
11,3,1,3,1,6,,
11,3,1,3,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,6,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,3,1,6,,
11,3,1,4,1,6,,
11,3,7,46,1,6,0,0
11,3,7,45,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,5,1,6,0,0
11,3,1,6,1,6,0,0
11,3,1,6,1,6,0,0
11,3,1,7,1,6,0,0
11,3,1,7,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,4,34,1,6,2,0
11,3,1,4,1,6,0,1
11,3,7,46,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,,1,6,0,0
11,3,1,3,1,6,0,0
11,3,1,6,1,6,0,0
11,3,1,,1,6,,
11,3,1,4,1,6,0,0
11,3,1,,1,6,,
11,3,14,76,1,6,,
11,3,1,,1,6,,
11,3,1,,1,6,,
11,3,1,,1,6,,
11,3,7,46,1,6,0,0
11,3,7,45,1,6,1,2
11,3,1,,1,6,,
11,3,4,,1,6,0,0
11,3,2,18,1,6,0,1
11,3,7,46,1,6,0,0
11,3,4,,1,6,0,0
11,3,16,90,1,6,0,0
11,3,7,46,1,6,0,0
11,3,14,81,1,6,0,0
11,3,1,5,1,6,2,0
11,3,19,100,1,6,,
11,3,4,27,1,6,,
11,3,3,25,1,6,1,0
11,3,7,46,1,6,0,0
11,3,3,22,1,6,25,30
11,3,2,17,1,6,0,1
11,3,1,4,1,6,0,1
11,3,1,4,1,6,0,1
11,3,1,4,1,6,0,1
11,3,3,25,1,6,9,0
11,3,2,17,1,6,0,1
11,3,1,8,1,6,0,0
11,3,1,4,1,6,0,0
11,3,1,3,1,6,0,0
11,3,4,,1,6,0,50
11,3,3,25,1,6,0,1
11,3,10,53,1,6,0,0
11,3,3,,1,6,10,2
11,3,2,17,1,6,0,1
11,3,1,8,1,6,0,9
11,3,7,46,1,6,0,0
11,3,4,27,1,6,,
11,3,14,79,1,6,,
11,3,1,,1,6,0,2
11,3,14,74,1,6,1,0
11,3,14,74,1,6,0,0
11,3,14,74,1,6,0,0
11,3,2,15,1,6,0,0
11,3,3,22,1,6,2,0
11,3,3,22,1,6,2,0
11,3,1,3,1,6,,
11,3,1,4,1,6,0,0
11,3,4,34,1,6,3,10
11,3,1,4,1,6,0,0
11,3,1,,1,6,0,0
11,3,1,,1,6,0,0
11,3,7,46,1,6,,
11,3,14,79,1,6,0,1
11,3,1,,1,6,0,0
11,3,19,104,1,6,0,0
11,3,10,53,1,6,0,0
11,3,1,3,1,6,0,0
11,3,2,18,1,6,2,6
11,3,8,49,1,6,,
11,3,4,27,1,6,0,0
11,3,10,53,1,6,0,0
11,3,14,82,1,6,0,0
11,3,19,100,1,6,0,0
12,7,4,27,0,9,0,1
14,12,7,45,0,9,1,0
14,12,7,46,0,9,0,0
14,12,3,25,0,9,1,2
14,12,14,68,0,9,0,1
14,12,15,86,0,12,0,
14,12,7,46,1,6,0,0
14,12,1,11,1,6,0,0
14,12,18,95,1,6,0,0
14,12,1,,1,6,1,0
14,12,1,8,1,6,2,9
14,12,7,45,1,6,0,0
14,12,2,20,1,6,0,0
14,12,1,7,1,6,0,9
15,8,6,43,0,9,0,0
15,8,6,42,0,9,0,0
15,8,7,46,0,9,0,0
15,8,1,11,0,9,0,0
15,8,7,46,0,11,0,0
15,8,19,100,1,6,,
15,8,3,22,1,6,0,0
15,8,19,100,1,6,0,0
15,8,14,73,1,6,1,1
15,8,14,80,1,6,0,0
15,8,14,81,1,6,0,0
15,8,15,86,1,6,0,0
15,8,14,81,1,6,0,3
15,8,20,,1,6,0,1
15,8,1,2,1,6,0,0
16,7,2,15,0,9,1,0
18,10,14,,0,9,0,3
18,10,14,84,0,9,0,0
18,10,6,43,1,6,0,0
19,6,2,15,0,9,1,0
19,6,14,67,0,9,4,0
19,6,11,57,0,9,7,0
19,6,14,67,0,9,1,0
19,6,14,67,0,9,3,0
19,6,2,15,0,9,0,8
19,6,14,69,0,9,1,0
19,6,14,69,0,9,1,0
19,6,14,78,0,9,,12
19,6,2,15,0,9,0,50
19,6,3,23,0,9,0,0
19,6,14,73,0,9,0,0
19,6,14,70,0,9,2,10
19,6,14,84,0,9,7,2
19,6,8,48,0,9,1,0
19,6,20,,0,9,1,0
19,6,20,,0,9,1,0
19,6,14,84,0,9,1,0
19,6,22,109,0,9,1,0
19,6,2,19,0,9,0,0
19,6,22,109,0,9,0,50
19,6,22,109,0,9,1,0
19,6,19,99,0,9,0,2
19,6,1,7,0,9,0,1
19,6,10,53,0,9,0,15
19,6,10,53,0,9,1,0
19,6,3,25,0,9,1,4
19,6,17,93,0,9,1,0
19,6,22,109,0,9,1,0
19,6,22,109,0,9,1,1
19,6,8,50,0,9,0,1
19,6,17,93,0,9,1,0
19,6,17,93,0,9,3,0
19,6,12,62,0,9,0,1
19,6,17,93,0,9,1,0
19,6,17,,0,9,1,0
19,6,22,109,0,9,0,5
19,6,10,56,0,9,0,1
19,6,14,83,0,9,1,0
19,6,14,69,0,9,0,15
19,6,15,85,0,9,6,0
19,6,14,70,0,9,1,0
19,6,8,48,0,9,1,0
19,6,22,109,0,9,1,2
19,6,22,109,0,9,1,0
19,6,10,56,0,9,1,1
19,6,10,56,0,9,1,0
19,6,3,25,0,9,0,1
19,6,10,56,0,9,1,0
19,6,10,56,0,9,1,0
19,6,22,109,0,9,0,1
19,6,15,85,0,9,0,1
19,6,2,18,0,9,1,0
19,6,3,25,0,9,1,0
19,6,14,77,0,9,1,0
19,6,3,25,0,9,1,1
19,6,4,36,0,9,0,1
19,6,15,85,0,9,1,0
19,6,15,85,0,9,0,1
19,6,12,61,0,9,0,1
19,6,22,109,0,9,0,4
19,6,22,109,0,9,0,1
19,6,22,109,0,9,0,2
19,6,14,69,0,9,1,0
19,6,14,68,0,9,1,0
19,6,15,85,0,9,1,0
19,6,15,85,0,9,1,0
19,6,8,48,0,9,1,0
19,6,14,83,0,9,2,2
19,6,14,68,0,9,1,0
19,6,15,85,0,9,1,0
19,6,15,85,0,9,1,0
19,6,8,48,0,9,1,1
19,6,15,85,0,9,0,1
19,6,14,68,0,9,1,0
19,6,14,69,0,9,1,0
19,6,14,69,0,9,1,0
19,6,14,69,0,9,1,0
19,6,8,48,0,9,0,1
19,6,22,109,0,9,1,0
19,6,15,85,0,9,1,0
19,6,15,85,0,9,0,2
19,6,14,69,0,9,0,3
19,6,14,77,0,9,0,1
19,6,3,25,0,9,1,4
19,6,14,76,0,9,0,
19,6,19,100,0,11,25,45
19,6,19,100,0,11,0,0
19,6,19,100,0,11,0,50
19,6,19,100,0,11,0,0
19,6,19,100,0,11,0,0
19,6,19,100,0,11,0,9
19,6,19,100,0,11,0,0
19,6,7,46,1,6,0,1
20,2,6,43,1,6,0,0
20,2,6,42,1,6,73,0
21,8,7,46,0,9,0,0
21,8,6,43,0,9,0,0
21,8,1,3,0,9,0,0
21,8,1,11,0,9,0,0
21,8,14,83,0,9,,11
21,8,14,83,0,9,,
21,8,14,81,0,9,,
21,8,3,25,0,9,,
21,8,3,25,0,9,1,2
21,8,3,25,0,9,0,4
21,8,7,46,0,12,0,0
21,8,7,46,1,6,0,0
21,8,1,3,1,6,0,0
21,8,1,3,1,6,0,0
21,8,7,46,1,6,0,0
21,8,7,46,1,6,0,0
21,8,7,46,1,6,0,0
21,8,1,11,1,6,0,0
21,8,7,46,1,6,0,0
21,8,12,,1,6,0,0
21,8,6,44,1,6,0,12
21,8,6,44,1,6,0,12
21,8,4,37,1,6,0,0
21,8,7,46,1,6,0,0
21,8,4,29,1,6,0,16
21,8,2,,1,6,0,2
21,8,6,43,1,6,0,0
21,8,6,43,1,6,0,0
22,2,2,18,0,9,0,0
26,3,2,18,1,6,0,0
26,3,16,90,1,6,0,0
26,3,10,53,1,6,0,0
26,3,16,88,1,6,0,0
26,3,8,49,1,6,0,0
26,3,7,46,1,6,0,0
26,3,7,46,1,6,0,0
26,3,7,46,1,6,,
26,3,14,76,1,6,,
26,3,14,76,1,6,0,0
26,3,14,76,1,6,,
26,3,14,76,1,6,,
26,3,2,15,1,6,0,0
26,3,4,34,1,6,0,0
26,3,2,18,1,6,0,7
26,3,8,49,1,6,0,0
26,3,16,88,1,6,0,0
26,3,8,49,1,6,0,0
26,3,4,34,1,6,0,0
26,3,7,46,1,6,0,0
26,3,14,79,1,6,0,0
26,3,10,53,1,6,0,0
26,3,10,54,1,6,0,0
26,3,14,77,1,6,0,0
28,9,15,86,0,9,1,0
28,9,4,37,0,9,0,1
28,9,7,45,0,9,0,2
28,9,7,45,0,9,0,0
28,9,1,,0,9,0,0
28,9,15,85,0,9,0,1
28,9,15,85,0,9,0,1
29,11,14,82,1,6,1,0
30,3,2,17,0,9,0,0
30,3,7,45,0,9,1,
30,3,14,67,0,9,2,0
30,3,3,25,0,9,0,2
30,3,2,18,0,9,0,2
30,3,2,17,0,9,0,0
30,3,2,21,0,9,0,28
30,3,1,9,0,9,0,0
30,3,2,15,0,9,0,0
30,3,10,56,0,9,1,0
30,3,6,43,1,6,0,15
30,3,10,53,1,6,,
30,3,14,82,1,6,,
30,3,14,77,1,6,,
30,3,1,,1,6,,
30,3,15,86,1,6,0,0
30,3,14,76,1,6,0,0
30,3,15,86,1,6,0,0
30,3,2,15,1,6,,
30,3,10,53,1,6,0,0
32,9,7,45,0,9,0,1
32,9,12,61,0,9,0,1
34,11,14,75,0,9,3,0
34,11,2,15,0,9,1,0
34,11,13,65,0,9,58,0
34,11,15,87,0,9,3,0
34,11,14,75,0,9,200,42
34,11,14,76,0,9,10,0
34,11,14,75,0,9,70,2
34,11,14,75,0,9,0,60
34,11,14,75,0,9,9,10
34,11,14,67,0,9,6,6
34,11,14,67,0,9,25,46
34,11,14,67,0,9,120,
34,11,14,67,0,9,14,
34,11,14,67,0,9,17,
34,11,14,67,0,9,10,
34,11,15,87,0,9,3,0
35,9,14,83,0,9,0,1
36,5,14,77,0,9,14,1
36,5,7,45,1,6,0,0
36,5,7,45,1,6,2,10
36,5,7,45,1,6,1,0
37,11,1,6,0,9,1,0
37,11,3,22,0,9,1,5
37,11,15,85,0,9,2,0
37,11,15,86,0,9,0,0
37,11,19,99,0,9,11,6
37,11,14,67,0,9,7,0
37,11,14,75,0,9,9,
38,1,7,46,0,9,0,1
38,1,2,15,0,9,0,1
38,1,2,17,0,9,0,0
38,1,5,41,0,9,0,1
38,1,1,2,0,9,0,8
38,1,14,71,0,9,0,1
38,1,4,34,0,9,2,1
38,1,14,69,0,9,0,1
38,1,4,28,0,9,0,2
38,1,19,102,0,12,0,0
38,1,7,46,1,6,0,0
38,1,2,21,1,6,1,7
38,1,7,46,1,6,,
38,1,7,46,1,6,,
38,1,7,46,1,6,0,0
38,1,7,46,1,6,0,0
38,1,2,21,1,6,0,0
41,11,7,45,0,9,0,0
41,11,14,75,0,9,0,0
41,11,14,69,0,9,6,0
41,11,2,18,0,9,1,0
41,11,14,69,0,9,6,1
41,11,14,69,0,9,2,0
41,11,14,69,0,9,1,1
41,11,14,67,0,9,10,0
41,11,1,9,0,12,2,5
